"ref","PDF_id","article_type","authors","article_title","source_title","pub_year","doi","lead_author_institution_type","lead_author_affiliation","study_country","study_region","koaro","inanga","giant_kokopu","shortjaw_kokopu","banded_kokopu","spotted_galaxias","spatial_extent","spatial_extent_km","temporal","period_yrs","preiod_frq","survey","model","experiment","ex_field","ex_lab","review","review_method","method_other","diet","predation","competition","metabolism","disease","parasites","behaviour","movement","migration","morphology","evolution","spawning","riparain","growth","genetics","eggs","larvae","juveniles","adults","demographics","sex_ratio","fecundity","mortality","age_size_structure","abundance_density","physiochemical_habitat","landuse","aquaculture","harvesting","method_development","conservation","restoration","invasive.species","climate_change","stream","lake","ocean","landlocked"
54,86,"J","HICKFORD MJ. SCHIEL DR.","Experimental Rehabilitation of Degraded Spawning Habitat of a Diadromous Fish, Galaxias Maculatus (Jenyns, 1842) in Rural and Urban Streams","Restoration Ecology",2014,"10.1111/rec.12079","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","reach","1","y","4","7","n","n","y","y","n","n","na","exclusion","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","y","n","n","n","y","n","n","y","n","y","n","y","n","n","n","n","y","n","n","y","n","n","n"
55,87,"J","HUSTLER K.","Individual Identification and Visual Indicators of Breeding Condition of Banded Ko _ Kopu ( Galaxias Fasciatus) in an Urban New Zealand Stream","New Zealand Journal of Marine and Freshwater Research",2014,"10.1080/00288330.2013.826700",NA,NA,"NZ","Auckland","n","n","n","n","y","n","lab","na","y","3","150","y","n","y","n","y","n","na","na","n","n","n","n","n","n","n","","n","y","n","n","n","n","n","","n","n","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","y","n","n","n"
56,88,"J","JELLYMAN PG. HARDING JS.","Variable Survival Across Low Ph Gradients in Freshwater Fish Species","Journal of Fish Biology",2014,"10.1111/jfb.12497","tertiary","UoC","NZ","West Coast","y","y","n","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","toxocology","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","y","n","n","n","n","n","n","n","n","y","n","n","y","n","n","n"
57,89,"J","MCEWAN AJ. JOY MK.","Diel Habitat Use of Two Sympatric Galaxiid Fishes (Galaxias Brevipinnis and g-Postvectis) at Two Spatial Scales in a Small Upland Stream in Manawatu, New Zealand","Environmental Biology of Fishes",2014,"10.1007/s10641-013-0191-x",NA,NA,"NZ","Manawatu-Whanganui","y","n","n","y","n","n","reach","0.1","y","0.416666665","37","y","n","n","n","n","n","na","tagging","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
58,91,"J","URBINA MA. MEREDITH AS. GLOVER CN. FORSTER ME.","The Importance of Cutaneous Gas Exchange During Aerial and Aquatic Respiration in Galaxiids","Journal of Fish Biology",2014,"10.1111/jfb.12303","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","respirometry","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
59,93,"J","WATANABE S. IIDA M. LORD C. KEITH P. TSUKAMOTO K.","Tropical and Temperate Freshwater Amphidromy: a Comparison Between Life History Characteristics of Sicydiinae, Ayu, Sculpins and Galaxiids","Reviews in Fish Biology and Fisheries",2014,"10.1007/s11160-013-9316-8","tertiary","Nihon University","Southern hemispere","na","y","y","y","y","y","n","na","na","n","na","na","n","n","n","n","n","y","narrative","na","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","y","y","y","n","n","n","n","n","n","n","n","n","","n","n","n","n","n","y","y","y","y"
60,97,"J","O'BRIEN Q. COOPER D.","Conservation Breeding of Shortfin Eels Anguilla Australis and Giant Kokopu Galaxias Argenteus at Mahurangi Technical Institute using Aquarium and Aquaculture Techniques","International Zoo Yearbook",2013,"10.1111/izy.12007","tertiary","Mahurangi Technical Institute","NZ","Auckland","n","n","y","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","na","n","n","n","n","n","n","n","n","n","n","n","y","n","y","n","y","y","y","y","y","n","n","y","n","n","n","n","y","n","y","y","n","n","n","y","n","n","n"
61,98,"J","BAILLIE BR. HICKS BJ. VAN DEN HEUVEL MR. KIMBERLEY MO. HOGG ID.","The Effects of Wood on Stream Habitat and Native Fish Assemblages in New Zealand","Ecology of Freshwater Fish",2013,"10.1111/eff.12055","CRI","Scion","NZ","BoP","n","n","n","n","y","n","basin","1","y","2","y","y","n","y","y","n","n","na","habitat manipulation","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","y","y","n","n","n","n","n","n","n","n","y","n","n","n"
62,101,"J","BOY CC. VANELLA FA. LATTUCA ME. CEBALLOS S. AURELIANO DR. RIMBAU S. GUTIERREZ M. FERNANDEZ DA.","Effect of Starvation on Growth Rate, Muscle Growth and Energy Density of Puyen, Galaxias Maculatus","Journal of Applied Ichthyology",2013,"10.1111/jai.12147","govt","Centro Austral de Investigaciones CientÌficas","Argentina","Patagonia","n","y","n","n","n","n","lab","na","y","0.083333333","2","n","n","y","n","y","n","na","feeding","y","n","n","y","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
63,102,"J","CARREA C. CUSSAC V. RUZZANTE DE.","Genetic and Phenotypic Variation among Galaxias Maculatus Populations Reflects Contrasting Landscape Effects Between Northern and Southern Patagonia","Freshwater Biology",2013,"10.1111/fwb.12036","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","regional","1200","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","n","y","y","y","n","n","n","y","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","y"
64,103,"J","CLOSS GP. HICKS A. JELLYMAN PG.","Life Histories of Closely Related Amphidromous and Non-Migratory Fish Species: a Trade-Off Between Egg Size and Fecundity","Freshwater Biology",2013,"10.1111/fwb.12116","tertiary","UoO","NZ","na","y","y","n","n","n","n","international","na","n","na","na","n","n","n","n","n","y","narrative","na","n","n","n","n","n","n","n","n","y","n","y","n","n","y","n","y","n","n","y","y","n","y","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
65,105,"J","HICKFORD MJ. SCHIEL DR.","Artificial Spawning Habitats Improve Egg Production of a Declining Diadromous Fish, Galaxias Maculatus (Jenyns, 1842)","Restoration Ecology",2013,"10.1111/rec.12008","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","regional","41","n","na","na","n","n","y","y","n","n","na","habitat manipulation","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","y","n","n","n","y","n","n","y","n","y","y","n","n","n","n","n","y","n","n","y","n","n","n"
66,106,"J","MCEWAN AJ. JOY MK.","Responses of Three Pit-Tagged Native Fish Species to Floods in a Small, Upland Stream in New Zealand","New Zealand Journal of Marine and Freshwater Research",2013,"10.1080/00288330.2013.773918",NA,NA,"NZ","Manawatu-Whanganui","y","n","n","y","n","n","reach","100","y","0.333333332","4","y","n","n","n","n","n","na","tagging","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
67,107,"J","MILANO D. AIGO JC. MACCHI PJ.","Diel Patterns in Space Use, Food and Metabolic Activity of Galaxias Maculatus (Pisces: Galaxiidae) in the Littoral Zone of a Shallow Patagonian Lake","Aquatic Ecology",2013,"10.1007/s10452-013-9443-2","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","lab","na","y","0.916666663","5","y","n","y","n","y","n","na","metabolic rates","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","na","na","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","y","n","y"
68,109,"J","PHAM L. WEST D. CLOSS GP.","Reintroduction of a Native Galaxiid (Galaxias Fasciatus) Following Piscicide Treatment in Two Streams: Response and Recovery of the Fish Population","Ecology of Freshwater Fish",2013,"10.1111/eff.12031","tertiary","UoO","NZ","Wellington","n","n","n","n","y","n","basin","4.5","y","1","2","y","n","y","y","n","n","na","rotenone","n","n","n","n","n","n","n","y","n","y","n","n","n","n","n","n","n","n","y","y","n","n","n","y","n","n","n","n","n","n","y","n","y","n","y","n","n","n"
69,110,"J","URBINA MA. GLOVER CN.","Relationship Between Fish Size and Metabolic Rate in the Oxyconforming Inanga Galaxias Maculatus Reveals Size-Dependent Strategies to Withstand Hypoxia","Physiological and Biochemical Zoology",2013,"10.1086/673727","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","lab","na","n","na","na","n","na","y","n","y","n","na","respirometry","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
70,113,"J","WYLIE MJ. FORBES EL. LOKMAN PM.","Ovarian Biopsy: a Non-Terminal Method to Determine Reproductive Status in Giant Kokopu, Galaxias Argenteus (Gmelin 1789)","New Zealand Veterinary Journal",2013,"10.1080/00480169.2012.740657","tertiary","UoO","NZ","Southland","n","n","y","n","n","n","lab","na","y","0.83333333","5","n","n","y","n","y","n","na","biopsy","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","y","n","n","n"
71,114,"J","POULIN R. CLOSS GP. LILL AWT. HICKS A. HERRMANN KK. KELLY DW.","Migration as an Escape from Parasitism in New Zealand Galaxiid Fishes","Oecologia",2012,"10.1007/s00442-012-2251-x","tertiary","UoO","NZ","Southland","y","n","n","n","n","n","regional","170","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","y","n","n","y","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
72,115,"J","BARRIGA JP. BATTINI M. GARCIA-ASOREY M. CARREA C. MACCHI PJ. CUSSAC V.","Intraspecific Variation in Diet, Growth, and Morphology of Landlocked Galaxias Maculatus During Its Larval Period: The Role of Food Availability and Predation Risk","Hydrobiologia",2012,"10.1007/s10750-011-0849-3","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","basin","na","n","na","na","y","n","n","n","n","n","na","GCA","y","y","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","n","n","y","n","n","y","n","n","n","n","n","n","n","n","n","y","n","n","y","n","y"
73,116,"J","BLAIR JM. HICKS BJ. PITKETHLEY R. LING N.","Diet of Rainbow Trout in Lake Rotoiti: An Energetic Perspective","New Zealand Journal of Marine and Freshwater Research",2012,"10.1080/00288330.2012.707660","tertiary","UoW","NZ","BoP","y","n","n","n","n","n","basin","na","y","1","4","y","n","n","n","n","y","na","na","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","y","n","?"
74,117,"J","BURRIDGE CP. MCDOWALL RM. CRAW D. WILSON MVH. WATERS JM.","Marine Dispersal as a Pre-Requisite for Gondwanan Vicariance among Elements of the Galaxiid Fish Fauna","Journal of Biogeography",2012,"10.1111/j.1365-2699.2011.02600.x","tertiary","UoT","Southern hemispere","na","y","y","y","y","y","n","international","na","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","y","y","n","y","n","n","n","n","n","na","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","na","na","na","n"
75,118,"J","CARREA C. BARRIGA JP. CUSSAC V. RUZZANTE DE.","Genetic and Phenotypic Differentiation among Galaxias Maculatus Populations in a Patagonian Postglacial Lake System","Biological Journal of the Linnean Society",2012,"10.1111/j.1095-8312.2012.01939.x","tertiary","Universidad Nacional del Comahue","Argentina","Patagonia","n","y","n","n","n","n","basin","60","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","n","y","y","y","n","n","n","y","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n"
76,119,"J","DAVID B. HAMER MP.","Remediation of a Perched Stream Culvert with Ropes Improves Fish Passage","Marine and Freshwater Research",2012,"10.1071/MF11245","council","Waikato Regional Council ","NZ","Waikato","n","n","n","n","y","n","basin","1","y","2","6","n","n","y","y","n","n","na","passage","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","y","y","y","n","n","n","y","y","n","n","n","n","y","n","y","n","n","y","n","n","n"
77,120,"J","DOEHRING K. YOUNG RG. MCINTOSH AR.","Facilitation of Upstream Passage for Juveniles of a Weakly Swimming Migratory Galaxiid","New Zealand Journal of Marine and Freshwater Research",2012,"10.1080/00288330.2011.639787","tertiary","UoC","NZ","Nelson-Tasman","n","y","n","n","n","n","lab","0.003","n","na","na","n","n","y","n","y","n","na","passage","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","y","n","n","n"
78,122,"J","FRANKLIN PA. BARTELS B.","Restoring Connectivity for Migratory Native Fish in a New Zealand Stream: Effectiveness of Retrofitting a Pipe Culvert","Aquatic Conservation-Marine and Freshwater Ecosystems",2012,"10.1002/aqc.2232","CRI","NIWA","NZ","Waikato","n","y","y","n","y","n","reach","0.05","y","5","11","y","n","y","y","n","n","na","passage","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","y","n","y","n","n","y","n","n","n"
79,123,"J","GREER MJC. CLOSS GP. CROW SK. HICKS A.","Complete Versus Partial Macrophyte Removal: The Impacts of Two Drain Management Strategies on Freshwater Fish in Lowland New Zealand Streams","Ecology of Freshwater Fish",2012,"10.1111/j.1600-0633.2012.00569.x","tertiary","UoO","NZ","Southland","n","n","y","n","n","n","regional","5","y","0.166666666","2","y","n","y","y","n","n","na","habitat manipulation","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","y","y","n","n","n","n","n","n","n","n","y","n","n","n"
80,124,"J","LAURENSON LJB. FRENCH RP. JONES P. IERODIACONOU D. GRAY S. VERSACE VL. RATTRAY A. BROWN S. MONK J.","Aspects of the Biology of Galaxias Maculatus","Journal of Fish Biology",2012,"10.1111/j.1095-8649.2012.03383.x","tertiary","Deakin University ","Australia","Victoria","n","y","n","n","n","n","regional","100","y","1.666666664","21","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","y","n","n","n","y","y","y","y","n","n","y","n","y","n","n","n","n","n","n","n","n","y","y","n","y"
81,126,"J","SEMMENS D. SWEARER SE.","Trade-Offs Obscure the Relationship Between Egg Size and Larval Traits in the Diadromous Fish Galaxias Maculatus","Marine Ecology Progress Series",2012,"10.3354/meps09814","tertiary","UoM","Australia","Victoria","n","y","n","n","n","n","lab","na","n","na","na","y","n","y","n","y","n","na","na","n","n","n","n","n","n","n","n","n","y","n","y","n","y","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
82,127,"J","URBINA MA. GLOVER CN.","Should i Stay or Should i Go?: Physiological, Metabolic and Biochemical Consequences of Voluntary Emersion Upon Aquatic Hypoxia in the Scaleless Fish Galaxias Maculatus","Journal of Comparative Physiology b-Biochemical Systems and Environmental Physiology",2012,"10.1007/s00360-012-0678-3","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","lab","0.0002","y","na","4","n","n","y","n","y","n","na","hypoxia","n","n","n","n","y","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
83,128,"J","URBINA MA. GLOVER CN. FORSTER ME.","a Novel Oxyconforming Response in the Freshwater Fish Galaxias Maculatus","Comparative Biochemistry and Physiology a-Molecular & Integrative Physiology",2012,"10.1016/j.cbpa.2011.11.011","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","respirometry","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
84,129,"J","VANHAECKE D. DE LEANIZ CG. GAJARDO G. THOMAS CJ. CONSUEGRA S.","Metapopulation Dynamics of a Diadromous Galaxiid Fish and Potential Effects of Salmonid Aquaculture","Freshwater Biology",2012,"10.1111/j.1365-2427.2012.02794.x","tertiary","Aberystwyth University","Chile","Los Lagos","n","y","n","n","n","n","regional","90","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","n","y","y","n","n","n","n","y","n","n","y","y","y","n","n","n","n","y","n","n","n","n","n","n","n","y","n","y","n","n","n"
85,131,"J","AKBARIPASAND A. NICHOL EC. LOKMAN PM. CLOSS GP.","Microhabitat Use of a Native New Zealand Galaxiid Fish, Galaxias Fasciatus","New Zealand Journal of Marine and Freshwater Research",2011,"10.1080/00288330.2010.544044","tertiary","UoO","NZ","Otago","n","n","n","n","y","n","reach","350","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
86,132,"J","BARBEE NC. HALE R. MORRONGIELLO J. HICKS A. SEMMENS D. DOWNES BJ. SWEARER SE.","Large-Scale Variation in Life History Traits of the Widespread Diadromous Fish, Galaxias Maculatus, Reflects Geographic Differences in Local Environmental Conditions","Marine and Freshwater Research",2011,"10.1071/MF10284","tertiary","UoM","Australia","Victoria","n","y","n","n","n","n","regional","220","y","0.749999997","na","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","n","n","y","y","y","n","y","n","y","n","n","y","n","n","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
87,134,"J","DOEHRING K. YOUNG RG. MCINTOSH AR.","Factors Affecting Juvenile Galaxiid Fish Passage at Culverts","Marine and Freshwater Research",2011,"10.1071/MF10101","tertiary","UoC","NZ","Nelson-Tasman","n","y","n","n","n","n","regional","na","n","na","na","n","n","y","y","n","n","na","passage","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","y","n","n","n"
88,135,"J","ENCINA-MONTOYA F. VEGA-AGUAYO R. MARDONES-LAZCANO A. RUEDA T. TELLO A.","Characterization of Whitebait (Galaxias Maculatus) Respiratory Rates to Optimize Intensive Culture Carrying Capacities","Aquaculture Research",2011,"10.1111/j.1365-2109.2010.02692.x","tertiary","Universidad Catolica de Temuco","Chile","AraucanÌa","n","y","n","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","respirometry","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","n","n","n"
89,136,"J","HICKFORD MJ. SCHIEL DR.","Population Sinks Resulting from Degraded Habitats of an Obligate Life-History Pathway","Oecologia",2011,"10.1007/s00442-010-1834-7","tertiary","UoC","NZ","West Coast","n","y","n","n","n","n","regional","300","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","y","n","n","y","y","n","n","y","n","n","y","y","n","n","y","n","y","y","n","n","n","n","n","n","n","n","y","n","n","n"
90,137,"J","HICKFORD MJ. SCHIEL DR.","Synergistic Interactions Within Disturbed Habitats Between Temperature, Relative Humidity and Uvb Radiation on Egg Survival in a Diadromous Fish","Plos One",2011,"10.1371/journal.pone.0024318","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","reach","na","n","na","na","n","n","y","y","n","n","na","habitat manipulation","n","n","n","n","n","n","n","n","n","n","n","y","y","n","n","y","n","n","y","y","n","n","y","n","y","y","n","n","n","n","n","n","n","n","y","n","n","n"
91,138,"J","MCEWAN AJ. JOY MK.","Monitoring a New Zealand Freshwater Fish Community using Passive Integrated Transponder (Pit) Technology; Lessons Learned and Recommendations for Future Use","New Zealand Journal of Marine and Freshwater Research",2011,"10.1080/00288330.2010.541925","tertiary","Massey","NZ","Manawatu-Whanganui","y","n","n","y","n","n","reach","100","y","0.33","40","y","n","n","n","n","n","na","tagging","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","n","n","n","y","n","n","n","n","y","n","n","n"
92,139,"J","SEMMENS D. SWEARER SE.","Extended Incubation Affects Larval Morphology, Hatching Success and Starvation Resistance in a Terrestrially Spawning Fish, Galaxias Maculatus (Jenyns 1842)","Journal of Fish Biology",2011,"10.1111/j.1095-8649.2011.03074.x","tertiary","UoM","Australia","Victoria","n","y","n","n","n","n","lab","na","y","0.041666667","y","n","n","y","n","y","n","na","hatching","n","n","n","n","n","n","n","n","n","y","n","y","n","y","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
93,142,"J","ZEMLAK TS. WALDE SJ. HABIT E. RUZZANTE DE.","Climate-Induced Changes to the Ancestral Population Size of Two Patagonian Galaxiids: The Influence of Glacial Cycling","Molecular Ecology",2011,"10.1111/j.1365-294X.2011.05352.x","tertiary","Dalhousie University","Chile, Argentina","Patagonia, Magallanes, O'Higgins, —uble, Los RÌos","n","y","n","n","n","n","international","2300","n","na","na","y","n","n","n","n","n","na","DNA","n","n","n","n","n","n","n","n","y","n","y","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","y","y","n"
94,145,"J","DANTAGNAN P. BORQUEZ A. HERNANDEZ A. IZQUIERDO M.","Effect of Epa/Dha Ratios on the Growth and Survival of Galaxias Maculatus (Jenyns, 1842) Larvae Reared under Different Salinity Regimes","Aquaculture Research",2010,"10.1111/j.1365-2109.2010.02512.x","tertiary","Universidad Catolica de Temuco","Chile","AraucanÌa","n","y","n","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","feeding","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
95,146,"J","DE LEANIZ CG. GAJARDO G. CONSUEGRA S.","From Best to Pest: changing perspectives on the impact of exotic salmonids in the southern hemisphere","Systematics and Biodiversity",2010,"10.1080/14772000.2010.537706","tertiary","Swansea University","Southern hemispere","na","y","y","n","n","n","n","international","na","n","na","na","n","n","n","n","n","y","semi-quantative","na","n","y","y","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","y","y","n","n"
96,147,"J","HICKFORD MJ. CAGNON M. SCHIEL DR.","Predation, Vegetation and Habitat-Specific Survival of Terrestrial Eggs of a Diadromous Fish, Galaxias Maculatus (Jenyns, 1842)","Journal of Experimental Marine Biology and Ecology",2010,"10.1016/j.jembe.2010.01.010","tertiary","UoC","NZ","Canterbury","n","y","n","n","n","n","regional","38","y","0.083333333","4","n","n","y","y","n","n","na","habitat manipulation","n","y","n","n","n","n","n","n","n","n","n","y","y","n","n","y","n","n","y","y","n","n","y","n","y","y","n","n","n","n","n","n","y","n","y","n","n","n"
97,148,"J","HICKS A. BARBEE NC. SWEARER SE. DOWNES BJ.","Estuarine Geomorphology and Low Salinity Requirement for Fertilisation Influence Spawning Site Location in the Diadromous Fish, Galaxias Maculatus","Marine and Freshwater Research",2010,"10.1071/MF10011","tertiary","UoM","Australia","Victoria","n","y","n","n","n","n","lab","na","n","na","na","y","n","y","n","y","n","na","spawning","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n"
98,149,"J","HICKS A. CLOSS GP. SWEARER SE.","Otolith Microchemistry of Two Amphidromous Galaxiids Across an Experimental Salinity Gradient: a Multi-Element Approach for Tracking Diadromous Migrations","Journal of Experimental Marine Biology and Ecology",2010,"10.1016/j.jembe.2010.07.018","tertiary","UoO","NZ","Otago","n","y","y","n","n","n","lab","na","n","na","na","n","n","y","n","y","n","na","otolith microchemistry","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n"
99,156,"J","BOY CC. PEREZ AF. FERNANDEZ DA. CALVO J. MORRICONI E.","Energy Allocation in Relation to Spawning and Overwintering of a Diadromous Puyen (Galaxias Maculatus) Population in the Southernmost Limit of the Species Distribution","Polar Biology",2009,"10.1007/s00300-008-0495-z","govt","Centro Austral de Investigaciones CientÌficas","Argentina","Patagonia","n","y","n","n","n","n","reach","na","y","1","13","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
100,157,"J","BOY CC. PEREZ AF. LATTUCA ME. CALVO J. MORRICONI E.","Reproductive Biology of Galaxias Maculatus (Jenyns 1842) in the Rio Ovando, a High-Latitude Environment in Southernmost Patagonia, Argentina","Journal of Applied Ichthyology",2009,"10.1111/j.1439-0426.2009.01309.x","govt","Centro Austral de Investigaciones CientÌficas","Argentina","Patagonia","n","y","n","n","n","n","reach","0.01","y","1","13","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","y","n","n","n","n","y","y","n","y","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
101,158,"J","CHAPMAN A. MORGAN DL. GILL HS.","Description of the Larval Development of Galaxias Maculatus in Landlocked Lentic and Lotic Systems in Western Australia","New Zealand Journal of Marine and Freshwater Research",2009,"10.1080/00288330909510022","tertiary","Murdoch University","Australia","Western Australia","n","y","n","n","n","n","regional","320","n","na","na","y","n","n","n","n","n","na","na","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","y","n","y"
102,160,"J","DAVID B. HAMER MP. COLLIER KJ.","Mussel Spat Ropes Provide Passage for Banded Kokopu (Galaxias Fasciatus) in Laboratory Trials","New Zealand Journal of Marine and Freshwater Research",2009,"10.1080/00288330909510046","council","Environment Waikato","NZ","Waikato","n","n","n","n","y","n","lab","","n","na","na","n","n","y","n","y","n","na","passage","n","n","n","n","n","n","n","y","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","y","n","n","n"
103,161,"J","HALE R. SWEARER SE. DOWNES BJ.","Is Settlement at Small Spatial Scales by Diadromous Fishes from the Family Galaxiidae Passive or Active in a Small Coastal River?","Marine and Freshwater Research",2009,"10.1071/MF08342","tertiary","UoM","Australia","Victoria","y","y","n","n","n","n","reach","na","y","0.083333333","30","y","n","n","n","n","n","na","na","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","y","n","n","n"
104,162,"J","HALE R. SWEARER SE. DOWNES BJ.","Separating Natural Responses from Experimental Artefacts: Habitat Selection by a Diadromous Fish Species using Odours from Conspecifics and Natural Stream Water","Oecologia",2009,"10.1007/s00442-008-1248-y","tertiary","UoM","Australia","Victoria","n","y","n","n","n","n","lab","na","n","na","na","n","n","y","n","y","y","semi-quantative","odour","n","n","n","n","n","n","y","n","y","n","n","n","n","n","n","n","n","y","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","n","y","n","n","n"
